model,scaffold,arm,item_id,sample_idx,gold_verdict,role_id,role_stake,group_verdict,synthesis_verdict,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,finish_reason,truncated,output_len
grok-4-1-fast-reasoning,dilemma_ncot,neutral,007MXqpMcKlwizeIdXOKsK1l3625x1zs,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_B,REJECT,1,unresolvable,246,1,0,1,ACCEPT,0,1,1,0,stop,0,555
grok-4-1-fast-reasoning,dilemma_ncot,neutral,007MXqpMcKlwizeIdXOKsK1l3625x1zs,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_B,REJECT,1,unresolvable,288,1,0,1,REJECT,1,1,0,0,stop,0,704
grok-4-1-fast-reasoning,dilemma_ncot,neutral,02HqZX6thKKG3hpY0JChvMuQboCLWO7Q,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,409,1,0,1,REJECT,1,1,0,1,stop,0,690
grok-4-1-fast-reasoning,dilemma_ncot,neutral,02HqZX6thKKG3hpY0JChvMuQboCLWO7Q,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,471
grok-4-1-fast-reasoning,dilemma_ncot,neutral,02HqZX6thKKG3hpY0JChvMuQboCLWO7Q,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,630
grok-4-1-fast-reasoning,dilemma_ncot,neutral,02QO91zHK0SAi005MocMXbRJi2YSiG3n,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,299,1,0,1,REJECT,1,1,0,1,stop,0,661
grok-4-1-fast-reasoning,dilemma_ncot,neutral,02QO91zHK0SAi005MocMXbRJi2YSiG3n,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,688
grok-4-1-fast-reasoning,dilemma_ncot,neutral,02QO91zHK0SAi005MocMXbRJi2YSiG3n,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,689
grok-4-1-fast-reasoning,dilemma_ncot,neutral,01B9fVAQzCHCaSvP3nlqNNMUEpBLu7Y8,0,ACTION_A,person_a_advocate,ACTION_B,UNRESOLVED,ACTION_B,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,,stop,0,608
grok-4-1-fast-reasoning,dilemma_ncot,neutral,01B9fVAQzCHCaSvP3nlqNNMUEpBLu7Y8,0,ACTION_A,person_b_advocate,ACTION_A,UNRESOLVED,ACTION_B,REJECT,1,unresolvable,225,1,0,1,ACCEPT,0,1,1,,stop,0,505
grok-4-1-fast-reasoning,dilemma_ncot,neutral,01B9fVAQzCHCaSvP3nlqNNMUEpBLu7Y8,0,ACTION_A,neutral_adjudicator,none,UNRESOLVED,ACTION_B,REJECT,1,unresolvable,136,1,0,1,ACCEPT,0,1,1,,stop,0,423
grok-4-1-fast-reasoning,dilemma_ncot,neutral,02mVScJiwGI80GHSTanFyy5nPBfl6KDL,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,430
grok-4-1-fast-reasoning,dilemma_ncot,neutral,02mVScJiwGI80GHSTanFyy5nPBfl6KDL,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,411,1,0,1,REJECT,1,1,0,1,stop,0,529
grok-4-1-fast-reasoning,dilemma_ncot,neutral,02mVScJiwGI80GHSTanFyy5nPBfl6KDL,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,506
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03Fr1U2Oohza1TVLopqRxVSHMrMhAMmV,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,574
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03Fr1U2Oohza1TVLopqRxVSHMrMhAMmV,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,231,1,0,1,REJECT,1,1,0,1,stop,0,627
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03Fr1U2Oohza1TVLopqRxVSHMrMhAMmV,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,531
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03Lj0nocBE5aWp6mrK41DmZ2f3gx8Pln,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,485
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03Lj0nocBE5aWp6mrK41DmZ2f3gx8Pln,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,171,1,0,1,ACCEPT,0,1,1,1,stop,0,511
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03Lj0nocBE5aWp6mrK41DmZ2f3gx8Pln,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,491
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03U5aCj3j2X3qSIacEK8hHwJRl36HUyz,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,508
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03U5aCj3j2X3qSIacEK8hHwJRl36HUyz,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,329,1,0,1,REJECT,1,1,0,1,stop,0,501
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03U5aCj3j2X3qSIacEK8hHwJRl36HUyz,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,455
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03R1lw31ZiHrbKQD5WXZTRUOGRi6OAHH,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,679
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03R1lw31ZiHrbKQD5WXZTRUOGRi6OAHH,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,365,1,0,1,REJECT,1,1,0,1,stop,0,661
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03R1lw31ZiHrbKQD5WXZTRUOGRi6OAHH,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,REJECT,1,unresolvable,137,1,0,1,ACCEPT,0,1,1,0,stop,0,695
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03zUPlPH9vIvhpWerqPWPlWnKqyPHncJ,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,439
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03zUPlPH9vIvhpWerqPWPlWnKqyPHncJ,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,488,1,0,1,REJECT,1,1,0,1,stop,0,593
grok-4-1-fast-reasoning,dilemma_ncot,neutral,03zUPlPH9vIvhpWerqPWPlWnKqyPHncJ,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,408
grok-4-1-fast-reasoning,dilemma_ncot,neutral,05znH21viLKgFjlik0x5CQotGVFma9pB,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,889
grok-4-1-fast-reasoning,dilemma_ncot,neutral,05znH21viLKgFjlik0x5CQotGVFma9pB,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,441
grok-4-1-fast-reasoning,dilemma_ncot,neutral,05znH21viLKgFjlik0x5CQotGVFma9pB,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,455
grok-4-1-fast-reasoning,dilemma_ncot,neutral,04T7eIYm3fi90Z3KezIveYra63fvtNJl,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,491
grok-4-1-fast-reasoning,dilemma_ncot,neutral,04T7eIYm3fi90Z3KezIveYra63fvtNJl,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,236,1,0,1,REJECT,1,1,0,1,stop,0,713
grok-4-1-fast-reasoning,dilemma_ncot,neutral,04T7eIYm3fi90Z3KezIveYra63fvtNJl,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,467
grok-4-1-fast-reasoning,dilemma_ncot,neutral,06kGYsEXCRY1e2ImjkvzgRGVIVpUiGWx,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,309,1,0,1,REJECT,1,1,0,1,stop,0,639
grok-4-1-fast-reasoning,dilemma_ncot,neutral,06kGYsEXCRY1e2ImjkvzgRGVIVpUiGWx,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,414
grok-4-1-fast-reasoning,dilemma_ncot,neutral,06kGYsEXCRY1e2ImjkvzgRGVIVpUiGWx,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,511
grok-4-1-fast-reasoning,dilemma_ncot,neutral,06mYv8yDR6I187tpw1RYn0fVJcBm3b99,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,489
grok-4-1-fast-reasoning,dilemma_ncot,neutral,06mYv8yDR6I187tpw1RYn0fVJcBm3b99,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,316,1,0,1,REJECT,1,1,0,1,stop,0,539
grok-4-1-fast-reasoning,dilemma_ncot,neutral,06mYv8yDR6I187tpw1RYn0fVJcBm3b99,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,616
grok-4-1-fast-reasoning,dilemma_ncot,neutral,07n6caMWjHdXuuADZmUkGxHjeWBBciBI,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,231,1,0,0,REJECT,1,1,0,1,stop,0,576
grok-4-1-fast-reasoning,dilemma_ncot,neutral,07n6caMWjHdXuuADZmUkGxHjeWBBciBI,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,472
grok-4-1-fast-reasoning,dilemma_ncot,neutral,07n6caMWjHdXuuADZmUkGxHjeWBBciBI,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,462
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0868KTVS6QW678Cv6gnOo6R3Rsua6Zan,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,220,1,0,1,ACCEPT,0,1,1,1,stop,0,593
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0868KTVS6QW678Cv6gnOo6R3Rsua6Zan,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,514
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0868KTVS6QW678Cv6gnOo6R3Rsua6Zan,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,550
grok-4-1-fast-reasoning,dilemma_ncot,neutral,08U39jexDNnCu0G6JlwrYpTf6fkmAYrZ,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,400
grok-4-1-fast-reasoning,dilemma_ncot,neutral,08U39jexDNnCu0G6JlwrYpTf6fkmAYrZ,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,318,1,0,0,REJECT,1,1,0,1,stop,0,586
grok-4-1-fast-reasoning,dilemma_ncot,neutral,08U39jexDNnCu0G6JlwrYpTf6fkmAYrZ,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,507
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0AFFeRXgHnZu2okUBvpDLfv75KwaUyA2,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,756
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0AFFeRXgHnZu2okUBvpDLfv75KwaUyA2,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,399
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0AFFeRXgHnZu2okUBvpDLfv75KwaUyA2,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,417
grok-4-1-fast-reasoning,dilemma_ncot,neutral,09p6eg9XSqYXPgSmV8cDZCkTCMpdAyt1,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,426
grok-4-1-fast-reasoning,dilemma_ncot,neutral,09p6eg9XSqYXPgSmV8cDZCkTCMpdAyt1,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,356,1,0,1,REJECT,1,1,0,1,stop,0,519
grok-4-1-fast-reasoning,dilemma_ncot,neutral,09p6eg9XSqYXPgSmV8cDZCkTCMpdAyt1,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,585
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0AmEklSV0Zi3YVbjXHpPJgg4MCDWwGJ9,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,667,1,0,1,ACCEPT,0,1,1,1,stop,0,590
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0AmEklSV0Zi3YVbjXHpPJgg4MCDWwGJ9,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,464
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0AmEklSV0Zi3YVbjXHpPJgg4MCDWwGJ9,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,531
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0BX2quMJqkfLZcECWAPhZYgOEcUlqmKR,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,369,1,0,1,ACCEPT,0,1,1,1,stop,0,494
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0BX2quMJqkfLZcECWAPhZYgOEcUlqmKR,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,447
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0BX2quMJqkfLZcECWAPhZYgOEcUlqmKR,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,484
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0BYb5BZWAwwunfoItWWIKCECJlqGSNLo,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,381,1,0,1,REJECT,1,1,0,1,stop,0,444
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0BYb5BZWAwwunfoItWWIKCECJlqGSNLo,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,579
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0BYb5BZWAwwunfoItWWIKCECJlqGSNLo,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,483
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0DR4UD9Gt7IsU7q5F4UaZKOdITHbggBH,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,352,1,0,1,REJECT,1,1,0,1,stop,0,618
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0DR4UD9Gt7IsU7q5F4UaZKOdITHbggBH,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,472
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0DR4UD9Gt7IsU7q5F4UaZKOdITHbggBH,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,383
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0DfT6yPHfvbD9W6vGCosO0WFElp7Krc6,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,478
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0DfT6yPHfvbD9W6vGCosO0WFElp7Krc6,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,204,1,0,1,REJECT,1,1,0,1,stop,0,715
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0DfT6yPHfvbD9W6vGCosO0WFElp7Krc6,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,494
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0De810wwvxHbB60bZAeisaArfgtN4GJ8,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,366,1,0,1,REJECT,1,1,0,1,stop,0,719
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0De810wwvxHbB60bZAeisaArfgtN4GJ8,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,556
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0De810wwvxHbB60bZAeisaArfgtN4GJ8,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,540
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0Drp9RDa2BoX2cTaswig8bw6DMoMs9xt,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,495
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0Drp9RDa2BoX2cTaswig8bw6DMoMs9xt,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,552,1,0,1,REJECT,1,1,0,1,stop,0,625
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0Drp9RDa2BoX2cTaswig8bw6DMoMs9xt,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,396
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0EoK5l5ZKoiRfR4CBczlQWPWhMy5Q1Px,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,718
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0EoK5l5ZKoiRfR4CBczlQWPWhMy5Q1Px,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,463
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0EoK5l5ZKoiRfR4CBczlQWPWhMy5Q1Px,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,546
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0EsMXCAUq7KcL1xZMoIYxBwbQJNbLT82,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,568
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0EsMXCAUq7KcL1xZMoIYxBwbQJNbLT82,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,491
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0EsMXCAUq7KcL1xZMoIYxBwbQJNbLT82,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,432
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0EfXGNHUWAxxBrjNeTHvdNFOPbB8zFsG,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,425
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0EfXGNHUWAxxBrjNeTHvdNFOPbB8zFsG,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,311,1,0,1,ACCEPT,0,1,1,1,stop,0,481
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0EfXGNHUWAxxBrjNeTHvdNFOPbB8zFsG,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,472
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0FUcHdTDtdPewZnh8464V0S7mxyCXslq,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,282,1,0,1,REJECT,1,1,0,1,stop,0,647
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0FUcHdTDtdPewZnh8464V0S7mxyCXslq,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,551
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0FUcHdTDtdPewZnh8464V0S7mxyCXslq,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,397
grok-4-1-fast-reasoning,dilemma_ncot,neutral,0FfRdo5PZjPOx7dL5UV73XJ09d4sgIoz,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,404
